--------- beginning of system
02-08 23:56:02.759   903   903 W PackageManager: Failed to parse /system/framework/arm64: Missing base APK in /system/framework/arm64
02-08 23:56:02.760   903   903 W PackageManager: Failed to parse /system/framework/arm: Missing base APK in /system/framework/arm
02-08 23:56:02.805   903  1015 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_EXTERNAL_STORAGE in package: com.android.launcher3 at: Binary XML file line #80
02-08 23:56:02.892   903  1014 W PackageParser: Unknown element under <manifest>: meta-data at /system/priv-app/Dialer/Dialer.apk Binary XML file line #111
02-08 23:56:02.993   903  1015 I PackageParser: Parse times for '/system/priv-app/Settings': parse=140ms, update_cache=6 ms
02-08 23:56:03.019   903  1016 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CONFIGURE_WIFI_DISPLAY in package: com.android.systemui at: Binary XML file line #134
02-08 23:56:03.045   903  1016 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INSTALL_GRANT_RUNTIME_PERMISSIONS in package: com.android.shell at: Binary XML file line #111
02-08 23:56:03.111   903  1066 W PackageParser: No actions in intent filter at /system/app/CarrierDefaultApp/CarrierDefaultApp.apk Binary XML file line #52
02-08 23:56:03.150   903  1063 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.android.nfc at: Binary XML file line #47
02-08 23:56:03.151   903  1063 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.android.nfc at: Binary XML file line #48
02-08 23:56:03.177   903  1065 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_CONTACTS in package: com.android.bluetooth at: Binary XML file line #61
02-08 23:56:03.183   903  1065 W PackageParser: No actions in intent filter at /system/app/Bluetooth/Bluetooth.apk Binary XML file line #227
02-08 23:56:03.244   903   903 I PackageManager: /vendor/app/atfwd changed; collecting certs
02-08 23:56:03.247   903   903 E PackageManager: Adding duplicate shared id: 1000 name=com.qualcomm.atfwd
02-08 23:56:03.249   903   903 W PackageManager: Failed to scan /vendor/app/atfwd: Signature mismatch for shared user: SharedUserSetting{5e1bb29 android.uid.system/1000}
02-08 23:56:03.249   903   903 I PackageManager: /vendor/app/RCSBootstraputil changed; collecting certs
02-08 23:56:03.263   903   903 E PackageManager: Adding duplicate shared id: 1001 name=com.qualcomm.qti.rcsbootstraputil
02-08 23:56:03.264   903   903 W PackageManager: Failed to scan /vendor/app/RCSBootstraputil: Signature mismatch for shared user: SharedUserSetting{9ab1f3f android.uid.phone/1001}
02-08 23:56:03.264   903   903 I PackageManager: /vendor/app/radioconfig changed; collecting certs
02-08 23:56:03.272   903   903 E PackageManager: Adding duplicate shared id: 1001 name=com.qualcomm.qti.radioconfiginterface
02-08 23:56:03.272   903   903 W PackageManager: Failed to scan /vendor/app/radioconfig: Signature mismatch for shared user: SharedUserSetting{9ab1f3f android.uid.phone/1001}
02-08 23:56:03.274   903   903 I PackageManager: /vendor/app/datastatusnotification changed; collecting certs
02-08 23:56:03.277   903   903 E PackageManager: Adding duplicate shared id: 1001 name=com.qti.qualcomm.datastatusnotification
02-08 23:56:03.278   903   903 W PackageManager: Failed to scan /vendor/app/datastatusnotification: Signature mismatch for shared user: SharedUserSetting{9ab1f3f android.uid.phone/1001}
02-08 23:56:03.278   903   903 I PackageManager: /vendor/app/imssettings changed; collecting certs
02-08 23:56:03.280   903   903 E PackageManager: Adding duplicate shared id: 1001 name=com.qualcomm.qti.ims
02-08 23:56:03.280   903   903 W PackageManager: Failed to scan /vendor/app/imssettings: Signature mismatch for shared user: SharedUserSetting{9ab1f3f android.uid.phone/1001}
02-08 23:56:03.281   903   903 I PackageManager: /vendor/app/SecureExtAuthService changed; collecting certs
02-08 23:56:03.283   903   903 E PackageManager: Adding duplicate shared id: 1000 name=com.qualcomm.qti.auth.secureextauthservice
02-08 23:56:03.283   903   903 W PackageManager: Failed to scan /vendor/app/SecureExtAuthService: Signature mismatch for shared user: SharedUserSetting{5e1bb29 android.uid.system/1000}
02-08 23:56:03.284   903   903 I PackageManager: /vendor/app/colorservice changed; collecting certs
02-08 23:56:03.285   903   903 E PackageManager: Adding duplicate shared id: 1000 name=com.qti.service.colorservice
02-08 23:56:03.286   903   903 W PackageManager: Failed to scan /vendor/app/colorservice: Signature mismatch for shared user: SharedUserSetting{5e1bb29 android.uid.system/1000}
02-08 23:56:03.286   903   903 I PackageManager: /vendor/app/TimeService changed; collecting certs
02-08 23:56:03.288   903   903 E PackageManager: Adding duplicate shared id: 1000 name=com.qualcomm.timeservice
02-08 23:56:03.289   903   903 W PackageManager: Failed to scan /vendor/app/TimeService: Signature mismatch for shared user: SharedUserSetting{5e1bb29 android.uid.system/1000}
02-08 23:56:03.289   903   903 I PackageManager: /vendor/app/fastdormancy changed; collecting certs
02-08 23:56:03.291   903   903 E PackageManager: Adding duplicate shared id: 1000 name=com.qualcomm.fastdormancy
02-08 23:56:03.291   903   903 W PackageManager: Failed to scan /vendor/app/fastdormancy: Signature mismatch for shared user: SharedUserSetting{5e1bb29 android.uid.system/1000}
02-08 23:56:03.292   903   903 I PackageManager: Finished scanning system apps. Time: 604 ms, packageCount: 89 , timePerPackage: 6 , cached: 0
02-08 23:56:03.361   903  1121 W PackageParser: Unknown element under <manifest>: meta-data at /data/app/com.ss.android.ugc.aweme-HasFJKt3GT-kBHI_SlNVqA==/base.apk Binary XML file line #80
02-08 23:56:03.395   903  1121 I PackageParser: Parse times for '/data/app/com.ss.android.ugc.aweme-HasFJKt3GT-kBHI_SlNVqA==': parse=95ms, update_cache=6 ms
02-08 23:56:03.402   903  1118 W PackageParser: No actions in intent filter at /data/app/com.sohu.inputmethod.sogou-Z3PFzb6gEa2KxZI2EHQWDQ==/base.apk Binary XML file line #1002
02-08 23:56:03.403   903  1120 I PackageParser: Parse times for '/data/app/tv.danmaku.bili-rBtIVnH2ssXOfvCQVXkvBg==': parse=90ms, update_cache=20 ms
02-08 23:56:03.420   903  1118 I PackageParser: Parse times for '/data/app/com.sohu.inputmethod.sogou-Z3PFzb6gEa2KxZI2EHQWDQ==': parse=121ms, update_cache=5 ms
02-08 23:56:03.429   903  1119 I PackageParser: Parse times for '/data/app/com.tencent.mm-JnuiPa7FWBOOHdBRq0Cj5A==': parse=102ms, update_cache=33 ms
02-08 23:56:03.491   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.qihoo.appstore at: Binary XML file line #182
02-08 23:56:03.491   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SYSTEM_ALERT_WINDOW in package: com.qihoo.appstore at: Binary XML file line #184
02-08 23:56:03.491   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CAMERA in package: com.qihoo.appstore at: Binary XML file line #185
02-08 23:56:03.491   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.PACKAGE_USAGE_STATS in package: com.qihoo.appstore at: Binary XML file line #186
02-08 23:56:03.491   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.qihoo.appstore at: Binary XML file line #187
02-08 23:56:03.492   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.USE_FINGERPRINT in package: com.qihoo.appstore at: Binary XML file line #188
02-08 23:56:03.492   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.qihoo.appstore at: Binary XML file line #189
02-08 23:56:03.492   903  1118 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: com.qihoo.appstore at: Binary XML file line #194
02-08 23:56:03.549   903  1120 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: com.ss.android.article.video at: Binary XML file line #19
02-08 23:56:03.554   903  1118 I PackageParser: Parse times for '/data/app/com.qihoo.appstore-XLP4vaqiDKLi3H1Eln0tMw==': parse=118ms, update_cache=16 ms
02-08 23:56:03.573   903  1120 I PackageParser: Parse times for '/data/app/com.ss.android.article.video-rvy1JMGPL9SR4arM7bBX5g==': parse=160ms, update_cache=9 ms
02-08 23:56:03.589   903  1118 W PackageParser: Unknown element under <manifest>: user-permission at /data/app/com.baidu.searchbox-KbYftUKy-lL7sHEmQAX43A==/base.apk Binary XML file line #193
02-08 23:56:03.599   903  1118 W PackageParser: No actions in intent filter at /data/app/com.baidu.searchbox-KbYftUKy-lL7sHEmQAX43A==/base.apk Binary XML file line #1096
02-08 23:56:03.599   903  1118 W PackageParser: No actions in intent filter at /data/app/com.baidu.searchbox-KbYftUKy-lL7sHEmQAX43A==/base.apk Binary XML file line #1129
02-08 23:56:03.615   903  1120 W PackageParser: Unknown element under <manifest>: uses-sdk at /data/app/com.example.helloc-olR2UNp9rcxqg900PJeVGA==/split_lib_resources_apk.apk Binary XML file line #7
02-08 23:56:03.637   903  1120 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.PACKAGE_USAGE_STATS in package: com.snda.wifilocating at: Binary XML file line #50
02-08 23:56:03.637   903  1120 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: com.android.launcher.permission.UNINSTALL_SHORTCUT in package: com.snda.wifilocating at: Binary XML file line #94
02-08 23:56:03.649   903  1121 W PackageParser: No actions in intent filter at /data/app/com.qiyi.video-14vLE7E02lsF8cFOJjFurQ==/base.apk Binary XML file line #1478
02-08 23:56:03.658   903  1121 I PackageParser: Parse times for '/data/app/com.qiyi.video-14vLE7E02lsF8cFOJjFurQ==': parse=204ms, update_cache=6 ms
02-08 23:56:03.659   903   903 W PackageManager: Skipping provider name com.qiyi.video.fileprovider (in package com.qiyi.video): name already used by com.qiyi.video
02-08 23:56:03.660   903  1119 I PackageParser: Parse times for '/data/app/com.smile.gifmaker-MKNN5-MaLfqRYG6seurasg==': parse=172ms, update_cache=7 ms
02-08 23:56:03.666   903   903 W PackageManager: Skipping provider name com.smile.gifmaker.fileprovider (in package com.smile.gifmaker): name already used by com.smile.gifmaker
02-08 23:56:03.671   903   903 W PackageManager: Skipping provider name com.sdk.plus.com.snda.wifilocating (in package com.snda.wifilocating): name already used by com.snda.wifilocating
02-08 23:56:03.677   903   903 I PackageManager: Finished scanning non-system apps. Time: 385 ms, packageCount: 13 , timePerPackage: 29 , cached: 0
02-08 23:56:03.681   903   903 I PackageManager: Time to scan packages: 0.994 seconds
02-08 23:56:03.686   903   903 V PackageManager: reconcileAppsData for null u0 0x1 migrateAppData=true
02-08 23:56:03.721   903   903 V PackageManager: reconcileAppsData finished 18 packages
02-08 23:56:03.721   903  1124 D SystemServerInitThreadPool: Started executing prepareAppData
02-08 23:56:03.778   903   903 D PackageManager: Ephemeral resolver NOT found; no matching intent filters
02-08 23:56:03.779   903   903 D PackageManager: Instant App installer not found with android.intent.action.INSTALL_INSTANT_APP_PACKAGE
02-08 23:56:03.779   903   903 D PackageManager: Clear ephemeral installer activity
02-08 23:56:03.877   903  1124 D SystemServerTimingAsync: AppDataFixup took to complete: 155ms
02-08 23:56:03.913   903   903 D SystemServerTiming: StartPackageManagerService took to complete: 1389ms
02-08 23:56:03.913   903   903 I SystemServer: StartOtaDexOptService
02-08 23:56:03.914   903   903 D OTADexopt: No upgrade, skipping A/B artifacts check.
02-08 23:56:03.914   903   903 D SystemServerTiming: StartOtaDexOptService took to complete: 1ms
02-08 23:56:03.914   903   903 I SystemServer: StartUserManagerService
02-08 23:56:03.914   903   903 I SystemServiceManager: Starting com.android.server.pm.UserManagerService$LifeCycle
02-08 23:56:03.914   903   903 D SystemServerTiming: StartUserManagerService took to complete: 1ms
02-08 23:56:03.914   903   903 I SystemServer: InitAttributerCache
02-08 23:56:03.914   903   903 D SystemServerTiming: InitAttributerCache took to complete: 0ms
02-08 23:56:03.914   903   903 I SystemServer: SetSystemProcess
02-08 23:56:03.921   903   903 D SystemServerTiming: SetSystemProcess took to complete: 7ms
02-08 23:56:03.923   903   903 I SystemServer: StartOverlayManagerService
02-08 23:56:03.924   903   903 D SystemServerTiming: StartOverlayManagerService took to complete: 2ms
02-08 23:56:03.925   903  1129 D SystemServerInitThreadPool: Started executing Init OverlayManagerService
02-08 23:56:03.925   903   903 I SystemServer: StartBatteryService
02-08 23:56:03.925   903   903 I SystemServiceManager: Starting com.android.server.BatteryService
02-08 23:56:03.929   903  1130 D SystemServerInitThreadPool: Started executing StartSensorService
02-08 23:56:03.935   903   903 I HealthServiceWrapper: health: HealthServiceWrapper listening to instance default
02-08 23:56:03.941   903   903 I BatteryService: health: Waited 6ms and received the update.
02-08 23:56:03.947   903   903 D SystemServerTiming: StartBatteryService took to complete: 22ms
02-08 23:56:03.947   903   903 I SystemServer: StartUsageService
02-08 23:56:03.947   903   903 I SystemServiceManager: Starting com.android.server.usage.UsageStatsService
02-08 23:56:03.964   903   903 I UsageStatsService: User[0] Rollover scheduled @ 1970-02-09 23:56:03(3455763955)
02-08 23:56:03.964   903   903 D SystemServerTiming: StartUsageService took to complete: 17ms
02-08 23:56:03.964   903   903 I SystemServer: StartWebViewUpdateService
02-08 23:56:03.964   903   903 I SystemServiceManager: Starting com.android.server.webkit.WebViewUpdateService
02-08 23:56:03.967   903   903 D SystemServerTiming: StartWebViewUpdateService took to complete: 3ms
02-08 23:56:03.967   903   903 I SystemServer: StartBinderCallsStatsService
02-08 23:56:03.968   903   903 D SystemServerTiming: StartBinderCallsStatsService took to complete: 1ms
02-08 23:56:03.968   903   935 D SystemServerInitThreadPool: Started executing SecondaryZygotePreload
02-08 23:56:03.968   903   903 I SystemServer: StartKeyAttestationApplicationIdProviderService
02-08 23:56:03.968   903   935 I SystemServer: SecondaryZygotePreload
02-08 23:56:03.969   903   903 D SystemServerTiming: StartKeyAttestationApplicationIdProviderService took to complete: 0ms
02-08 23:56:03.969   903   903 I SystemServer: StartKeyChainSystemService
02-08 23:56:03.969   903   903 I SystemServiceManager: Starting com.android.server.security.KeyChainSystemService
02-08 23:56:03.970   903   903 D SystemServerTiming: StartKeyChainSystemService took to complete: 0ms
02-08 23:56:03.970   903   903 I SystemServer: StartSchedulingPolicyService
02-08 23:56:03.971   903   903 D SystemServerTiming: StartSchedulingPolicyService took to complete: 1ms
02-08 23:56:03.971   903   903 I SystemServer: StartTelecomLoaderService
02-08 23:56:03.971   903   903 I SystemServiceManager: Starting com.android.server.telecom.TelecomLoaderService
02-08 23:56:03.972   903   903 D SystemServerTiming: StartTelecomLoaderService took to complete: 0ms
02-08 23:56:03.972   903   903 I SystemServer: StartTelephonyRegistry
02-08 23:56:03.974   903   903 D SystemServerTiming: StartTelephonyRegistry took to complete: 2ms
02-08 23:56:03.974   903   903 I SystemServer: StartEntropyMixer
02-08 23:56:03.977   903   903 W EntropyMixer: Failed to add HW RNG output to entropy pool
02-08 23:56:03.977   903   903 W EntropyMixer: java.io.FileNotFoundException: /dev/hw_random (Permission denied)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at java.io.FileInputStream.open0(Native Method)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at java.io.FileInputStream.open(FileInputStream.java:231)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at java.io.FileInputStream.<init>(FileInputStream.java:165)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at java.io.FileInputStream.<init>(FileInputStream.java:112)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.RandomBlock.fromFile(RandomBlock.java:45)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.EntropyMixer.addHwRandomEntropy(EntropyMixer.java:205)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.EntropyMixer.<init>(EntropyMixer.java:115)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.EntropyMixer.<init>(EntropyMixer.java:97)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.SystemServer.startOtherServices(SystemServer.java:822)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.SystemServer.run(SystemServer.java:437)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.server.SystemServer.main(SystemServer.java:296)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at java.lang.reflect.Method.invoke(Native Method)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:493)
02-08 23:56:03.977   903   903 W EntropyMixer: 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:838)
02-08 23:56:03.977   903   903 I EntropyMixer: Writing entropy...
02-08 23:56:03.988   903   903 D SystemServerTiming: StartEntropyMixer took to complete: 14ms
02-08 23:56:03.988   903   903 I SystemServer: StartAccountManagerService
02-08 23:56:03.989   903   903 I SystemServiceManager: Starting com.android.server.accounts.AccountManagerService$Lifecycle
02-08 23:56:03.996   903   903 D SystemServerTiming: StartAccountManagerService took to complete: 7ms
02-08 23:56:03.996   903   903 I SystemServer: StartContentService
02-08 23:56:03.996   903   903 I SystemServiceManager: Starting com.android.server.content.ContentService$Lifecycle
02-08 23:56:03.999   903  1130 D SystemServerTimingAsync: StartSensorService took to complete: 70ms
02-08 23:56:03.999   903  1130 D SystemServerInitThreadPool: Finished executing StartSensorService
02-08 23:56:03.999   903  1130 D SystemServerInitThreadPool: Started executing SchedulingPolicyService.<init>
02-08 23:56:04.005   785   895 I storaged: storaged: Start
02-08 23:56:04.008   903   903 D SystemServerTiming: StartContentService took to complete: 12ms
02-08 23:56:04.008   903   903 I SystemServer: InstallSystemProviders
02-08 23:56:04.016   903  1130 D SystemServerInitThreadPool: Finished executing SchedulingPolicyService.<init>
